species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	DEPTOR	Adipocytes	DEP.6|FLJ12428|DEPDC6	0.012	DEP domain containing MTOR interacting protein	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.166667	0.00292493	0.0147059
Mm Hs	CYTH3	Adipocytes	GRP1|ARNO3|cytohesin-3|PSCD3	0.009	cytohesin 3	protein-coding gene	NA	Mesoderm	Connective tissue	0.0	0.0	0.00649984	0.00987496
None	TUSC5	Adipocytes	NA	0.005	NA	NA	1	Mesoderm	Connective tissue	0.0	0.166667	0.0	0.00632282
Mm Hs	FMO1	Adipocytes	NA	0.009	flavin containing monooxygenase 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.166667	0.000324992	0.0112958
Mm Hs	ACADSB	Adipocytes	SBCAD|ACAD7	0.011	acyl-CoA dehydrogenase short/branched chain	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.166667	0.00194995	0.0131429
Mm Hs	XDH	Adipocytes	XOR|XO	0.011	xanthine dehydrogenase	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00519987	0.0125746
Mm Hs	RSPO3	Adipocytes	FLJ14440|THSD2	0.008	R-spondin 3	protein-coding gene	NA	Mesoderm	Connective tissue	0.0	0.0	0.0110497	0.00816994
Mm Hs	PTGES	Adipocytes	MGST-IV|PIG12|MGST1-L1|TP53I12|MGST1L1	0.013	prostaglandin E synthase	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00454989	0.0134271
Mm Hs	CREB3L1	Adipocytes	OASIS	0.015	cAMP responsive element binding protein 3 like 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0100747	0.0161267
Mm Hs	ANGPTL2	Adipocytes	NA	0.013	angiopoietin like 2	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00617485	0.0139955
Mm Hs	ADAM12	Adipocytes	MCMPMltna|MLTN	0.006	ADAM metallopeptidase domain 12	protein-coding gene	NA	Mesoderm	Connective tissue	0.0	0.0	0.00649984	0.00653595
Mm	ADH1	Adipocytes	NA	0.018	alcohol dehydrogenase 1 (class I)	protein coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0	0.0226627
Mm Hs	LBP	Adipocytes	BPIFD2	0.014	lipopolysaccharide binding protein	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00162496	0.0173345
Mm Hs	NMB	Adipocytes	MGC2277|MGC3936|MGC17211	0.014	neuromedin B	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0266493	0.00838306
Mm Hs	RARRES2	Adipocytes	TIG2|HP10433	0.029	retinoic acid receptor responder 2	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.080923	0.0177607
Mm Hs	FST	Adipocytes	NA	0.018	follistatin	protein-coding gene	NA	Mesoderm	Connective tissue	0.5	0.0	0.0344491	0.0127877
Mm Hs	EGFR	Adipocytes	ERBB1|ERBB	0.014	epidermal growth factor receptor	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0230744	0.013214
Mm Hs	CPXM1	Adipocytes	CPX-1|CPX1|CPXM	0.017	carboxypeptidase X, M14 family member 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0282743	0.0154874
Mm Hs	C3	Adipocytes	CPAMD1|ARMD9|C3a|C3b	0.036	complement C3	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.166667	0.038674	0.0363029
Mm Hs	ADAMTS5	Adipocytes	ADMP-2|ADAMTS11	0.012	ADAM metallopeptidase with thrombospondin type 1 motif 5	protein-coding gene	1	Mesoderm	Connective tissue	0.3125	0.0	0.0133247	0.0125746
Hs	MT2A	Adipocytes	MT2	0.064	metallothionein 2A	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.319792	0.0
Mm Hs	TIMP1	Adipocytes	TIMP|CLGI	0.101	TIMP metallopeptidase inhibitor 1	protein-coding gene	NA	Mesoderm	Connective tissue	1.0	0.0	0.41209	0.019821
Mm Hs	METRN	Adipocytes	MGC2601|C16orf23	0.016	meteorin, glial cell differentiation regulator	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.0523237	0.0004973
Mm Hs	METRNL	Adipocytes	NA	0.032	meteorin like, glial cell differentiation regulator	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.0120247	0.0365161
Mm Hs	MYO1C	Adipocytes	myr2	0.024	myosin IC	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.166667	0.0315242	0.0203893
Mm Hs	NQO1	Adipocytes	DHQU|QR1|NMOR1|DIA4	0.026	NAD(P)H quinone dehydrogenase 1	protein-coding gene	1	Mesoderm	Connective tissue	1.0	0.0	0.0718232	0.00866724
Mm Hs	SYAP1	Adipocytes	FLJ14495|PRO3113	0.05	synapse associated protein 1	protein-coding gene	NA	Mesoderm	Connective tissue	1.0	0.0	0.109847	0.028133
Mm Hs	CRNDE	Adipocytes	LOC643911|LINC00180|CRNDEP	0.029	colorectal neoplasia differentially expressed	other	NA	Mesoderm	Connective tissue	1.0	0.0	0.110172	0.0019892
Mm Hs	AQP5	Adipocytes	NA	0.016	aquaporin 5	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0435489	0.0103723
Mm Hs	TSPO	Adipocytes	PBR|MBR|PKBS|mDRC|DBI|pk18|BZRP	0.261	translocator protein	protein-coding gene	1	Mesoderm	Connective tissue	1.0	1.0	0.336042	0.236289
Mm Hs	AZGP1	Adipocytes	ZA2G|ZAG	0.008	alpha-2-glycoprotein 1, zinc-binding	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.038674	0.00220233
Mm Hs	LRP1	Adipocytes	CD91|LRP1A|APOER|A2MR|IGFBP3R1	0.068	LDL receptor related protein 1	protein-coding gene	1	Mesoderm	Connective tissue	0.5	0.166667	0.0341241	0.0742398
Mm Hs	PDE3B	Adipocytes	HcGIP1	0.011	phosphodiesterase 3B	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.166667	0.0194995	0.00966184
Mm Hs	LGALS12	Adipocytes	NA	0.0	galectin 12	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0	0.000426257
Mm Hs	SERPINF1	Adipocytes	EPC-1|PIG35|PEDF	0.055	serpin family F member 1	protein-coding gene	1	Mesoderm	Connective tissue	0.125	0.0	0.106597	0.0419153
Mm Hs	CPT1B	Adipocytes	M-CPT1|CPT1-M	0.001	carnitine palmitoyltransferase 1B	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00552486	0.0
Mm Hs	ELOVL3	Adipocytes	CIG-30	0.001	ELOVL fatty acid elongase 3	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0	0.000852515
Mm Hs	PPARGC1A	Adipocytes	PGC1|PGC1A|PGC-1alpha|PPARGC1	0.011	PPARG coactivator 1 alpha	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00422489	0.0128588
Mm Hs	MPZL1	Adipocytes	PZR|FLJ21047	0.095	myelin protein zero like 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0523237	0.105286
Mm Hs	CITED1	Adipocytes	MSG1	0.018	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0165746	0.0180449
Mm Hs	DPT	Adipocytes	NA	0.022	dermatopontin	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.00584985	0.0253623
Mm Hs	HOXC9	Adipocytes	HOX3B	0.007	homeobox C9	protein-coding gene	1	Mesoderm	Connective tissue	0.5	0.0	0.0139747	0.00461779
Hs	ZNF423	Adipocytes	KIAA0760|hOAZ|Ebfaz|Zfp104|NPHP14|JBTS19	0.005	zinc finger protein 423	protein-coding gene	1	Mesoderm	Connective tissue	0.0	0.0	0.0246994	0.0
Mm Hs	TH	Adrenergic neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.00193986	0.00262765
Mm Hs	DDC	Adrenergic neurons	AADC	0.013	dopa decarboxylase	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.00484966	0.0154108
Mm Hs	DBH	Adrenergic neurons	DBM	0.001	dopamine beta-hydroxylase	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.0	0.000852212
Mm Hs	PNMT	Adrenergic neurons	PENT	0.0	phenylethanolamine N-methyltransferase	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000969932	0.000213053
Mm Hs	SLC18A2	Adrenergic neurons	SVMT|SVAT|VMAT2	0.007	solute carrier family 18 member A2	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.000646621	0.0084511
Mm Hs	NPFF	Adrenergic neurons	FMRFAL	0.0	neuropeptide FF-amide peptide precursor	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0	0.0
Mm Hs	SLC12A7	Adrenergic neurons	KCC4|DKFZP434F076	0.004	solute carrier family 12 member 7	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0029098	0.00497124
Mm Hs	AQP1	Airway epithelial cells	CHIP28|CO	0.032	aquaporin 1 (Colton blood group)	protein-coding gene	1	Endoderm	Lungs	NA	NA	0.0184287	0.0371396
Mm Hs	ADH7	Airway epithelial cells	ADH-4	0.006	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	protein-coding gene	1	Endoderm	Lungs	NA	NA	0.00452635	0.00667519
Mm Hs	CDH1	Airway epithelial cells	uvomorulin|CD324|UVO	0.051	cadherin 1	protein-coding gene	1	Endoderm	Lungs	NA	NA	0.0430003	0.050845
Mm Hs	SEC14L3	Airway epithelial cells	TAP2	0.005	SEC14 like lipid binding 3	protein-coding gene	1	Endoderm	Lungs	NA	NA	0.0	0.00624911
Mm Hs	MUC5B	Airway goblet cells	MG1	0.002	mucin 5B, oligomeric mucus/gel-forming	protein-coding gene	1	Mesoderm	Lungs	NA	0.25	0.00969932	0.000284212
Mm Hs	MUC16	Airway goblet cells	FLJ14303	0.001	mucin 16, cell surface associated	protein-coding gene	1	Mesoderm	Lungs	NA	0.25	0.00226317	0.000781583
Mm Hs	LTF	Airway goblet cells	HLF2	0.016	lactotransferrin	protein-coding gene	NA	Mesoderm	Lungs	NA	1.0	0.00646621	0.0179054
Mm Hs	SCGB3A1	Airway goblet cells	UGRP2|HIN-1|HIN1|LU105|PnSP-2	0.004	secretoglobin family 3A member 1	protein-coding gene	1	Mesoderm	Lungs	NA	1.0	0.0090527	0.0024158
Mm	DCPP1	Airway goblet cells	NA	0.001	demilune cell and parotid protein 1	protein coding gene	NA	Mesoderm	Lungs	NA	0.875	0.0	0.00071053
Mm Hs	DMBT1	Airway goblet cells	GP340|muclin|SALSA|Gp-340|hensin|vomeroglandin	0.01	deleted in malignant brain tumors 1	protein-coding gene	NA	Mesoderm	Lungs	NA	0.5	0.0029098	0.0110132
Mm	WFDC18	Airway goblet cells	NA	0.007	WAP four-disulfide core domain 18	protein coding gene	NA	Mesoderm	Lungs	NA	1.0	0.0	0.00781583
Mm	DCPP3	Airway goblet cells	NA	0.001	demilune cell and parotid protein 3	protein coding gene	NA	Mesoderm	Lungs	NA	1.0	0.0	0.000284212
Mm Hs	LIPF	Airway goblet cells	NA	0.001	lipase F, gastric type	protein-coding gene	NA	Mesoderm	Lungs	NA	1.0	0.0	0.000284212
Mm	DCPP2	Airway goblet cells	NA	0.001	demilune cell and parotid protein 2	protein coding gene	NA	Mesoderm	Lungs	NA	1.0	0.0	0.000426318
Mm Hs	MSLN	Airway goblet cells	MPF	0.004	mesothelin	protein-coding gene	NA	Mesoderm	Lungs	NA	0.5	0.00129324	0.00511582
Mm Hs	AGR2	Airway goblet cells	XAG-2|HAG-2|PDIA17	0.025	anterior gradient 2, protein disulphide isomerase family member	protein-coding gene	NA	Mesoderm	Lungs	NA	0.625	0.0746848	0.0127185
Mm Hs	GP2	Airway goblet cells	ZAP75	0.001	glycoprotein 2	protein-coding gene	NA	Mesoderm	Lungs	NA	0.5	0.000646621	0.00071053
Mm Hs	PIGR	Airway goblet cells	NA	0.03	polymeric immunoglobulin receptor	protein-coding gene	NA	Mesoderm	Lungs	NA	0.5	0.0449402	0.026858
Mm Hs	TFF2	Airway goblet cells	SML1	0.002	trefoil factor 2	protein-coding gene	NA	Mesoderm	Lungs	NA	0.875	0.000323311	0.0022737
Mm Hs	AQP5	Airway goblet cells	NA	0.016	aquaporin 5	protein-coding gene	NA	Mesoderm	Lungs	NA	0.625	0.0433236	0.0100185
Mm	CBR2	Airway goblet cells	NA	0.022	carbonyl reductase 2	protein coding gene	NA	Mesoderm	Lungs	NA	0.625	0.0	0.0273554
Mm Hs	QSOX1	Airway goblet cells	QSCN6	0.029	quiescin sulfhydryl oxidase 1	protein-coding gene	NA	Mesoderm	Lungs	NA	0.375	0.0455868	0.0252238
Mm Hs	FXYD3	Airway goblet cells	MAT-8|PLML	0.045	FXYD domain containing ion transport regulator 3	protein-coding gene	NA	Mesoderm	Lungs	NA	0.625	0.127708	0.0249396
Mm Hs	SEC23B	Airway goblet cells	CDA-II|CDAII|HEMPAS|CDAN2	0.019	Sec23 homolog B, coat complex II component	protein-coding gene	NA	Mesoderm	Lungs	NA	0.25	0.0245716	0.0181185
Mm Hs	CEACAM1	Airway goblet cells	BGP1|CD66a|BGP	0.024	carcinoembryonic antigen related cell adhesion molecule 1	protein-coding gene	NA	Mesoderm	Lungs	NA	0.25	0.019722	0.0255791
Mm Hs	GOLPH3	Airway goblet cells	GPP34|GOPP1|MIDAS|Vps74	0.065	golgi phosphoprotein 3	protein-coding gene	NA	Mesoderm	Lungs	NA	0.375	0.0303912	0.0729004
Mm Hs	GGH	Airway goblet cells	NA	0.065	gamma-glutamyl hydrolase	protein-coding gene	NA	Mesoderm	Lungs	NA	0.375	0.111219	0.0504476
Mm Hs	GALNT5	Airway goblet cells	GalNAc-T5	0.001	polypeptide N-acetylgalactosaminyltransferase 5	protein-coding gene	1	Mesoderm	Lungs	NA	0.0	0.00355642	0.00071053
Mm Hs	GALNT6	Airway goblet cells	GalNAc-T6	0.007	polypeptide N-acetylgalactosaminyltransferase 6	protein-coding gene	1	Mesoderm	Lungs	NA	0.125	0.000969932	0.00888163
Mm Hs	MUC5AC	Airway goblet cells	NA	0.001	mucin 5AC, oligomeric mucus/gel-forming	protein-coding gene	1	Mesoderm	Lungs	NA	0.0	0.000323311	0.000639477
Mm Hs	MUC4	Airway goblet cells	NA	0.005	mucin 4, cell surface associated	protein-coding gene	1	Mesoderm	Lungs	NA	0.0	0.0171355	0.00284212
Mm Hs	MUC20	Airway goblet cells	FLJ14408|KIAA1359	0.0	mucin 20, cell surface associated	protein-coding gene	1	Mesoderm	Lungs	NA	0.0	0.0	0.000142106
Mm Hs	SPDEF	Airway goblet cells	PDEF|bA375E1.3	0.005	SAM pointed domain containing ETS transcription factor	protein-coding gene	1	Mesoderm	Lungs	NA	0.125	0.0100226	0.00284212
Mm Hs	DUSP4	Airway goblet cells	HVH2|MKP-2|TYP	0.01	dual specificity phosphatase 4	protein-coding gene	1	Mesoderm	Lungs	NA	0.0	0.0368574	0.00277107
Mm Hs	NOG	Airway smooth muscle cells	SYNS1	0.002	noggin	protein-coding gene	NA	Mesoderm	Smooth muscle	NA	NA	0.00517297	0.000923164
Mm Hs	ACTA2	Airway smooth muscle cells	ACTSA	0.034	actin, alpha 2, smooth muscle, aorta	protein-coding gene	NA	Mesoderm	Smooth muscle	NA	NA	0.0200453	0.0381338
Mm Hs	FOXF1	Airway smooth muscle cells	FREAC1|FKHL5	0.006	forkhead box F1	protein-coding gene	NA	Mesoderm	Smooth muscle	NA	NA	0.00872939	0.00561
Mm Hs	GATA5	Airway smooth muscle cells	bB379O24.1|GATAS	0.002	GATA binding protein 5	protein-coding gene	NA	Mesoderm	Smooth muscle	NA	NA	0.00129324	0.00142025
Mm Hs	GCG	Alpha cells	GLP2|GRPP	0.026	glucagon	protein-coding gene	1	Endoderm	Pancreas	0.883721	0.785714	0.0416393	0.0190361
Mm Hs	TTR	Alpha cells	HsT2651|CTS|PALB|CTS1	0.049	transthyretin	protein-coding gene	1	Endoderm	Pancreas	0.883721	0.982143	0.0642623	0.0410666
Mm Hs	GLP1R	Alpha cells	GLP-1R	0.0	glucagon like peptide 1 receptor	protein-coding gene	NA	Endoderm	Pancreas	0.0	0.0	0.0	0.000427777
Mm Hs	ARX	Alpha cells	ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87	0.02	aristaless related homeobox	protein-coding gene	1	Endoderm	Pancreas	0.0930233	0.267857	0.000983607	0.023599
Mm Hs	POU3F4	Alpha cells	BRN4|OTF9|DFNX2|DFN3	0.004	POU class 3 homeobox 4	protein-coding gene	NA	Endoderm	Pancreas	0.0	0.214286	0.00229508	0.00342222
Mm Hs	NKX2-2	Alpha cells	NKX2.2|NKX2B	0.002	NK2 homeobox 2	protein-coding gene	NA	Endoderm	Pancreas	0.27907	0.0535714	0.00688525	0.000499073
Mm Hs	RESP18	Alpha cells	NA	0.067	regulated endocrine specific protein 18	protein-coding gene	1	Endoderm	Pancreas	0.0	0.714286	0.0	0.0822045
Mm Hs	PYY	Alpha cells	PYY1	0.018	peptide YY	protein-coding gene	1	Endoderm	Pancreas	0.0	0.946429	0.00131148	0.0186796
Mm Hs	PCSK2	Alpha cells	SPC2|NEC2	0.035	proprotein convertase subtilisin/kexin type 2	protein-coding gene	1	Endoderm	Pancreas	0.860465	0.839286	0.0137705	0.0352916
Mm Hs	SLC38A5	Alpha cells	SN2|JM24	0.021	solute carrier family 38 member 5	protein-coding gene	1	Endoderm	Pancreas	0.0	0.589286	0.0239344	0.0189648
Mm Hs	TM4SF4	Alpha cells	il-TMP	0.019	transmembrane 4 L six family member 4	protein-coding gene	1	Endoderm	Pancreas	0.72093	0.928571	0.0118033	0.0154
Mm Hs	CRYBA2	Alpha cells	NA	0.01	crystallin beta A2	protein-coding gene	1	Endoderm	Pancreas	0.837209	0.892857	0.00983607	0.00456295
Mm Hs	NKX6-1	Alpha cells	Nkx6.1|NKX6A	0.006	NK6 homeobox 1	protein-coding gene	1	Endoderm	Pancreas	0.0465116	0.25	0.0101639	0.00463425
Mm Hs	KCNK16	Alpha cells	K2p16.1|TALK-1|TALK1	0.007	potassium two pore domain channel subfamily K member 16	protein-coding gene	NA	Endoderm	Pancreas	0.186047	0.839286	0.00557377	0.00406388
Mm Hs	PCSK1	Alpha cells	PC1|NEC1	0.009	proprotein convertase subtilisin/kexin type 1	protein-coding gene	NA	Endoderm	Pancreas	0.0697674	0.232143	0.00885246	0.00834165
Mm Hs	PRRG2	Alpha cells	PRGP2	0.008	proline rich and Gla domain 2	protein-coding gene	NA	Endoderm	Pancreas	0.0465116	0.392857	0.000327869	0.00812776
Mm Hs	IRX2	Alpha cells	NA	0.011	iroquois homeobox 2	protein-coding gene	1	Endoderm	Pancreas	0.0697674	0.214286	0.00557377	0.01155
Mm Hs	ALDH1A1	Alpha cells	RALDH1|PUMB1|ALDH1	0.037	aldehyde dehydrogenase 1 family member A1	protein-coding gene	1	Endoderm	Pancreas	0.860465	0.0	0.0793443	0.0263083
Mm Hs	PEMT	Alpha cells	PEMPT|PEMT2	0.013	phosphatidylethanolamine N-methyltransferase	protein-coding gene	1	Endoderm	Pancreas	0.627907	0.0	0.0383607	0.00249537
Mm Hs	CHGA	Alpha cells	NA	0.061	chromogranin A	protein-coding gene	1	Endoderm	Pancreas	0.976744	0.982143	0.0259016	0.0641665
4	DEPP1	Alpha cells	DEPP|Fseg|C10orf10	0.0	DEPP1, autophagy regulator	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.0	0.0
Mm Hs	SMIM24	Alpha cells	HSPC323|C19orf77	0.036	small integral membrane protein 24	protein-coding gene	1	Endoderm	Pancreas	0.604651	0.0178571	0.0281967	0.0368601
Mm Hs	F10	Alpha cells	NA	0.01	coagulation factor X	protein-coding gene	1	Endoderm	Pancreas	0.465116	0.0	0.0095082	0.00677314
Mm Hs	SCGN	Alpha cells	SECRET|DJ501N12.8|SEGN|CALBL	0.016	secretagogin, EF-hand calcium binding protein	protein-coding gene	1	Endoderm	Pancreas	0.860465	0.892857	0.0190164	0.00969628
Mm Hs	SLC30A8	Alpha cells	ZnT-8	0.006	solute carrier family 30 member 8	protein-coding gene	1	Endoderm	Pancreas	0.534884	0.321429	0.00852459	0.00242407
Mm Hs	SH3GL2	Alpha cells	SH3P4|SH3D2A|CNSA2|EEN-B1	0.026	SH3 domain containing GRB2 like 2, endophilin A1	protein-coding gene	1	Endoderm	Pancreas	0.0465116	0.0	0.00196721	0.0327962
Hs	SCGB2A1	Alpha cells	UGB3|LPHC|MGC71973|MGB2	0.004	secretoglobin family 2A member 1	protein-coding gene	1	Endoderm	Pancreas	0.72093	0.0	0.00819672	0.0
Mm Hs	FAP	Alpha cells	NA	0.004	fibroblast activation protein alpha	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.00262295	0.00413518
Mm Hs	DPP4	Alpha cells	CD26|ADCP2	0.016	dipeptidyl peptidase 4	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.0134426	0.017325
Mm Hs	GPR119	Alpha cells	hGPCR2|GPCR2	0.0	G protein-coupled receptor 119	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0714286	0.0	0.000142592
Mm Hs	MAFB	Alpha cells	KRML	0.047	MAF bZIP transcription factor B	protein-coding gene	1	Endoderm	Pancreas	0.511628	0.571429	0.0531148	0.0425638
Mm Hs	PAX6	Alpha cells	D11S812E|AN2	0.05	paired box 6	protein-coding gene	1	Endoderm	Pancreas	0.232558	0.821429	0.0118033	0.0571795
Mm Hs	NEUROD1	Alpha cells	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD	0.038	neuronal differentiation 1	protein-coding gene	1	Endoderm	Pancreas	0.790698	0.875	0.0131148	0.0392842
Mm Hs	LOXL4	Alpha cells	FLJ21889|LOXC	0.0	lysyl oxidase like 4	protein-coding gene	1	Endoderm	Pancreas	0.0930233	0.0	0.0	0.000356481
Mm Hs	PLCE1	Alpha cells	KIAA1516|NPHS3	0.006	phospholipase C epsilon 1	protein-coding gene	1	Endoderm	Pancreas	0.0232558	0.0	0.00852459	0.00491944
Mm Hs	GC	Alpha cells	VDBP|hDBP	0.009	GC, vitamin D binding protein	protein-coding gene	1	Endoderm	Pancreas	0.604651	0.392857	0.00622951	0.00712962
Mm Hs	KLHL41	Alpha cells	SARCOSIN|Krp1|KBTBD10	0.001	kelch like family member 41	protein-coding gene	1	Endoderm	Pancreas	0.0232558	0.0	0.000327869	0.000499073
Mm Hs	FEV	Alpha cells	Pet-1	0.004	FEV, ETS transcription factor	protein-coding gene	1	Endoderm	Pancreas	0.116279	0.357143	0.00196721	0.00228148
Mm Hs	PTGER3	Alpha cells	EP3	0.001	prostaglandin E receptor 3	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.00131148	0.000998146
Mm Hs	RFX6	Alpha cells	MGC33442|dJ955L16.1|RFXDC1	0.002	regulatory factor X6	protein-coding gene	1	Endoderm	Pancreas	0.162791	0.0535714	0.00131148	0.00106944
Mm Hs	SMARCA1	Alpha cells	NURF140|SWI|hSNF2L|SNF2L1|SNF2L	0.016	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein-coding gene	1	Endoderm	Pancreas	0.0697674	0.428571	0.0422951	0.00777128
Mm Hs	PGR	Alpha cells	NR3C3	0.003	progesterone receptor	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.00688525	0.00213888
Mm Hs	LDB2	Alpha cells	LDB1	0.018	LIM domain binding 2	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0	0.0255738	0.0171111
Mm Hs	IRX1	Alpha cells	IRX-5	0.007	iroquois homeobox 1	protein-coding gene	1	Endoderm	Pancreas	0.0	0.0892857	0.0	0.00827035
Mm Hs	UCP2	Alpha cells	SLC25A8|BMIQ4	0.014	uncoupling protein 2	protein-coding gene	1	Endoderm	Pancreas	0.116279	0.0714286	0.00360656	0.0169685
Mm	CHIL3	Alveolar macrophages	NA	0.02	chitinase-like 3	protein coding gene	NA	Mesoderm	Lungs	NA	0.961039	0.0	0.019136
Mm Hs	PLET1	Alveolar macrophages	C11orf34	0.017	placenta expressed transcript 1	protein-coding gene	NA	Mesoderm	Lungs	NA	0.818182	0.0	0.0170653
Mm Hs	IL1B	Alveolar macrophages	IL1F2|IL-1B|IL1-BETA	0.02	interleukin 1 beta	protein-coding gene	NA	Mesoderm	Lungs	NA	0.298701	0.0236017	0.0171367
Mm	WFDC21	Alveolar macrophages	NA	0.019	WAP four-disulfide core domain 21	protein coding gene	NA	Mesoderm	Lungs	NA	0.87013	0.0	0.0198501
Mm	BGLAP3	Alveolar macrophages	NA	0.002	bone gamma-carboxyglutamate protein 3	protein coding gene	NA	Mesoderm	Lungs	NA	0.0779221	0.0	0.00192788
Mm Hs	CCL3	Alveolar macrophages	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3	0.028	C-C motif chemokine ligand 3	protein-coding gene	NA	Mesoderm	Lungs	NA	0.181818	0.00484966	0.0334166
Mm Hs	G0S2	Alveolar macrophages	NA	0.036	G0/G1 switch 2	protein-coding gene	NA	Mesoderm	Lungs	NA	0.103896	0.0436469	0.0329168
Mm Hs	CXCL2	Alveolar macrophages	SCYB2|GROb|MIP-2a|MGSA-b|CINC-2a|GRO2	0.034	C-X-C motif chemokine ligand 2	protein-coding gene	NA	Mesoderm	Lungs	NA	0.584416	0.0556094	0.0270618
Mm Hs	MCEMP1	Alveolar macrophages	MGC132456|C19orf59	0.018	mast cell expressed membrane protein 1	protein-coding gene	NA	Mesoderm	Lungs	NA	0.87013	0.0	0.0174223
Mm Hs	KLHDC4	Alveolar macrophages	DKFZp434G0522	0.007	kelch domain containing 4	protein-coding gene	NA	Mesoderm	Lungs	NA	0.506494	0.0113159	0.00349875
Mm	BCL2A1D	Alveolar macrophages	NA	0.022	B cell leukemia/lymphoma 2 related protein A1d	protein coding gene	NA	Mesoderm	Lungs	NA	0.727273	0.0	0.0227776
Mm Hs	GDA	Alveolar macrophages	NA	0.036	guanine deaminase	protein-coding gene	NA	Mesoderm	Lungs	NA	0.649351	0.00193986	0.0413424
Mm Hs	CLEC7A	Alveolar macrophages	dectin-1|hDectin-1|CD369|SCARE2|CLECSF12	0.026	C-type lectin domain containing 7A	protein-coding gene	NA	Mesoderm	Lungs	NA	0.987013	0.0449402	0.0159229
Mm	BCL2A1B	Alveolar macrophages	NA	0.034	B cell leukemia/lymphoma 2 related protein A1b	protein coding gene	NA	Mesoderm	Lungs	NA	0.636364	0.0	0.0384863
Mm Hs	ITGAX	Alveolar macrophages	CD11c|CD11C	0.006	integrin subunit alpha X	protein-coding gene	1	Mesoderm	Lungs	NA	0.402597	0.013579	0.00264191
Mm Hs	TNFAIP2	Alveolar macrophages	B94|EXOC3L3	0.026	TNF alpha induced protein 2	protein-coding gene	NA	Mesoderm	Lungs	NA	0.662338	0.0397672	0.0204213
Mm Hs	CD36	Alveolar macrophages	SCARB3|GPIV|GP4|GP3B	0.033	CD36 molecule	protein-coding gene	NA	Mesoderm	Lungs	NA	0.402597	0.0355642	0.0315602
Mm Hs	GAL	Alveolar macrophages	GMAP|GAL-GMAP|GLNN|GALN	0.014	galanin and GMAP prepropeptide	protein-coding gene	NA	Mesoderm	Lungs	NA	0.103896	0.0190753	0.0105677
